Subject,DataFile.Basename,formalExp,formalExpmovie.RESP,formalExpmovie.RT,keypress1answer,KeyPress1RESP,Keypress1RT,keypress2answer,KeyPress2RESP,Keypress2RT,movie1,Parray,Aarray
3,try-03-1,1,p{ENTER},41824,q,p,33745,p,{ENTER},41824,P+A+B+.avi,p,p
17,try-017-1,1,qp,34020,q,q,29158,p,p,34020,P+A+B+.avi,p,p
17,try-017-1,1,qp,34659,q,q,28867,p,p,34659,P+A+B+.avi,p,p
17,try-017-1,1,qp,33876,q,q,28694,p,p,33876,P+A+B+.avi,p,p
17,try-017-1,1,qp,34741,q,q,28522,p,p,34741,P+A+B+.avi,p,p
17,try-017-1,1,qp,34909,q,q,28865,p,p,34909,P+A+B+.avi,p,p
1,try-01-1,1,qp,33884,q,q,28819,p,p,33884,P+A+B+.avi,p,p
1,try-01-1,1,qp,34001,q,q,28710,p,p,34001,P+A+B+.avi,p,p
1,try-01-1,1,qp,33591,q,q,29145,p,p,33591,P+A+B+.avi,p,p
1,try-01-1,1,qp,33473,q,q,28996,p,p,33473,P+A+B+.avi,p,p
1,try-01-1,1,qp,33703,q,q,29124,p,p,33703,P+A+B+.avi,p,p
10,try-10-1,1,qp,33359,q,q,27981,p,p,33359,P+A+B+.avi,p,p
10,try-10-1,1,qp,33473,q,q,28109,p,p,33473,P+A+B+.avi,p,p
10,try-10-1,1,qp,33637,q,q,28039,p,p,33637,P+A+B+.avi,p,p
10,try-10-1,1,qp,33382,q,q,28128,p,p,33382,P+A+B+.avi,p,p
10,try-10-1,1,qp,33360,q,q,27994,p,p,33360,P+A+B+.avi,p,p
11,try-11-1,1,qp,33530,q,q,28240,p,p,33530,P+A+B+.avi,p,p
11,try-11-1,1,qp,33412,q,q,28254,p,p,33412,P+A+B+.avi,p,p
11,try-11-1,1,qp,34275,q,q,28508,p,p,34275,P+A+B+.avi,p,p
11,try-11-1,1,qp,33652,q,q,28536,p,p,33652,P+A+B+.avi,p,p
11,try-11-1,1,qp,33349,q,q,28635,p,p,33349,P+A+B+.avi,p,p
12,try-12-1,1,qp,34143,q,q,27621,p,p,34143,P+A+B+.avi,p,p
12,try-12-1,1,qp,33434,q,q,28214,p,p,33434,P+A+B+.avi,p,p
12,try-12-1,1,qp,33293,q,q,28004,p,p,33293,P+A+B+.avi,p,p
12,try-12-1,1,qp,33331,q,q,28174,p,p,33331,P+A+B+.avi,p,p
12,try-12-1,1,qp,33397,q,q,28013,p,p,33397,P+A+B+.avi,p,p
13,try-13-1,1,qp,33420,q,q,28103,p,p,33420,P+A+B+.avi,p,p
13,try-13-1,1,qp,33626,q,q,28471,p,p,33626,P+A+B+.avi,p,p
13,try-13-1,1,qp,33331,q,q,28141,p,p,33331,P+A+B+.avi,p,p
13,try-13-1,1,qp,33375,q,q,28145,p,p,33375,P+A+B+.avi,p,p
13,try-13-1,1,qp,33419,q,q,28151,p,p,33419,P+A+B+.avi,p,p
14,try-14-1,1,qp,33362,q,q,28272,p,p,33362,P+A+B+.avi,p,p
14,try-14-1,1,qp,33400,q,q,28257,p,p,33400,P+A+B+.avi,p,p
14,try-14-1,1,qp,33624,q,q,28264,p,p,33624,P+A+B+.avi,p,p
14,try-14-1,1,qp,33637,q,q,28204,p,p,33637,P+A+B+.avi,p,p
14,try-14-1,1,qp,33432,q,q,28241,p,p,33432,P+A+B+.avi,p,p
15,try-15-1,1,qp,33595,q,q,28440,p,p,33595,P+A+B+.avi,p,p
15,try-15-1,1,qp,33910,q,q,28405,p,p,33910,P+A+B+.avi,p,p
15,try-15-1,1,qp,33561,q,q,28426,p,p,33561,P+A+B+.avi,p,p
15,try-15-1,1,qp,33684,q,q,28495,p,p,33684,P+A+B+.avi,p,p
15,try-15-1,1,qp,33532,q,q,28309,p,p,33532,P+A+B+.avi,p,p
16,try-16-1,1,qp,33470,q,q,28193,p,p,33470,P+A+B+.avi,p,p
16,try-16-1,1,qp,33900,q,q,28258,p,p,33900,P+A+B+.avi,p,p
16,try-16-1,1,qp,33573,q,q,28277,p,p,33573,P+A+B+.avi,p,p
16,try-16-1,1,qp,33416,q,q,28290,p,p,33416,P+A+B+.avi,p,p
16,try-16-1,1,qp,33559,q,q,28501,p,p,33559,P+A+B+.avi,p,p
18,try-18-1,1,qp,33861,q,q,28441,p,p,33861,P+A+B+.avi,p,p
18,try-18-1,1,qp,33773,q,q,28371,p,p,33773,P+A+B+.avi,p,p
18,try-18-1,1,qp,33545,q,q,28428,p,p,33545,P+A+B+.avi,p,p
18,try-18-1,1,qp,33741,q,q,28317,p,p,33741,P+A+B+.avi,p,p
18,try-18-1,1,qp,33927,q,q,28377,p,p,33927,P+A+B+.avi,p,p
19,try-19-1,1,qp,33388,q,q,28049,p,p,33388,P+A+B+.avi,p,p
19,try-19-1,1,qp,33559,q,q,28234,p,p,33559,P+A+B+.avi,p,p
19,try-19-1,1,qp,33350,q,q,28197,p,p,33350,P+A+B+.avi,p,p
19,try-19-1,1,qp,33374,q,q,28182,p,p,33374,P+A+B+.avi,p,p
19,try-19-1,1,qp,33408,q,q,28018,p,p,33408,P+A+B+.avi,p,p
2,try-02-1,1,qp,33952,q,q,28197,p,p,33952,P+A+B+.avi,p,p
2,try-02-1,1,qp,33621,q,q,28196,p,p,33621,P+A+B+.avi,p,p
2,try-02-1,1,qp,33943,q,q,28280,p,p,33943,P+A+B+.avi,p,p
2,try-02-1,1,qp,33329,q,q,28307,p,p,33329,P+A+B+.avi,p,p
2,try-02-1,1,qp,33484,q,q,28269,p,p,33484,P+A+B+.avi,p,p
20,try-20-1,1,qp,33472,q,q,28188,p,p,33472,P+A+B+.avi,p,p
20,try-20-1,1,qp,33536,q,q,28165,p,p,33536,P+A+B+.avi,p,p
20,try-20-1,1,qp,33330,q,q,28120,p,p,33330,P+A+B+.avi,p,p
20,try-20-1,1,qp,33306,q,q,28351,p,p,33306,P+A+B+.avi,p,p
20,try-20-1,1,qp,33295,q,q,28050,p,p,33295,P+A+B+.avi,p,p
3,try-03-1,1,qp,33650,q,q,28562,p,p,33650,P+A+B+.avi,p,p
3,try-03-1,1,qp,33449,q,q,28431,p,p,33449,P+A+B+.avi,p,p
3,try-03-1,1,qp,33586,q,q,28150,p,p,33586,P+A+B+.avi,p,p
3,try-03-1,1,qp,33600,q,q,28238,p,p,33600,P+A+B+.avi,p,p
4,try-04-1,1,qp,33314,q,q,28218,p,p,33314,P+A+B+.avi,p,p
4,try-04-1,1,qp,33375,q,q,28166,p,p,33375,P+A+B+.avi,p,p
4,try-04-1,1,qp,33291,q,q,28306,p,p,33291,P+A+B+.avi,p,p
4,try-04-1,1,qp,33392,q,q,28187,p,p,33392,P+A+B+.avi,p,p
4,try-04-1,1,qp,33331,q,q,28129,p,p,33331,P+A+B+.avi,p,p
5,try-5-1,1,qp,33279,q,q,28112,p,p,33279,P+A+B+.avi,p,p
5,try-5-1,1,qp,33304,q,q,28061,p,p,33304,P+A+B+.avi,p,p
5,try-5-1,1,qp,33373,q,q,28165,p,p,33373,P+A+B+.avi,p,p
5,try-5-1,1,qp,33435,q,q,28092,p,p,33435,P+A+B+.avi,p,p
5,try-5-1,1,qp,33346,q,q,28071,p,p,33346,P+A+B+.avi,p,p
6,try-6-1,1,qp,33601,q,q,28120,p,p,33601,P+A+B+.avi,p,p
6,try-6-1,1,qp,33675,q,q,28185,p,p,33675,P+A+B+.avi,p,p
6,try-6-1,1,qp,33303,q,q,28056,p,p,33303,P+A+B+.avi,p,p
6,try-6-1,1,qp,33532,q,q,28200,p,p,33532,P+A+B+.avi,p,p
7,try-7-1,1,qp,33578,q,q,28393,p,p,33578,P+A+B+.avi,p,p
7,try-7-1,1,qp,33374,q,q,28217,p,p,33374,P+A+B+.avi,p,p
7,try-7-1,1,qp,33384,q,q,28225,p,p,33384,P+A+B+.avi,p,p
7,try-7-1,1,qp,33505,q,q,28280,p,p,33505,P+A+B+.avi,p,p
7,try-7-1,1,qp,33657,q,q,28250,p,p,33657,P+A+B+.avi,p,p
8,try-8-1,1,qp,33489,q,q,28223,p,p,33489,P+A+B+.avi,p,p
8,try-8-1,1,qp,33632,q,q,28401,p,p,33632,P+A+B+.avi,p,p
8,try-8-1,1,qp,33524,q,q,28690,p,p,33524,P+A+B+.avi,p,p
8,try-8-1,1,qp,33406,q,q,28269,p,p,33406,P+A+B+.avi,p,p
9,try-9-1,1,qp,33813,q,q,28194,p,p,33813,P+A+B+.avi,p,p
9,try-9-1,1,qp,33538,q,q,28180,p,p,33538,P+A+B+.avi,p,p
9,try-9-1,1,qp,33596,q,q,28185,p,p,33596,P+A+B+.avi,p,p
9,try-9-1,1,qp,33775,q,q,28221,p,p,33775,P+A+B+.avi,p,p
9,try-9-1,1,qp,33319,q,q,28224,p,p,33319,P+A+B+.avi,p,p
6,try-6-1,1,qq,28341,q,q,22201,p,q,28341,P+A+B+.avi,p,p
8,try-8-1,1,qq,28934,q,q,28692,p,q,28934,P+A+B+.avi,p,p
8,try-8-1,2,{ENTER},30,q,{ENTER},30,{ENTER},,,P+A+B-.avi,p,p
17,try-017-1,2,q{ENTER},37502,q,q,28331,{ENTER},{ENTER},37502,P+A+B-.avi,p,p
17,try-017-1,2,q{ENTER},35100,q,q,28383,{ENTER},{ENTER},35100,P+A+B-.avi,p,p
17,try-017-1,2,q{ENTER},35017,q,q,28557,{ENTER},{ENTER},35017,P+A+B-.avi,p,p
17,try-017-1,2,q{ENTER},35878,q,q,28646,{ENTER},{ENTER},35878,P+A+B-.avi,p,p
17,try-017-1,2,q{ENTER},35120,q,q,28851,{ENTER},{ENTER},35120,P+A+B-.avi,p,p
1,try-01-1,2,q{ENTER},34236,q,q,28969,{ENTER},{ENTER},34236,P+A+B-.avi,p,p
1,try-01-1,2,q{ENTER},34409,q,q,29315,{ENTER},{ENTER},34409,P+A+B-.avi,p,p
1,try-01-1,2,q{ENTER},34319,q,q,29151,{ENTER},{ENTER},34319,P+A+B-.avi,p,p
1,try-01-1,2,q{ENTER},34379,q,q,28932,{ENTER},{ENTER},34379,P+A+B-.avi,p,p
1,try-01-1,2,q{ENTER},34384,q,q,29532,{ENTER},{ENTER},34384,P+A+B-.avi,p,p
10,try-10-1,2,q{ENTER},34242,q,q,28150,{ENTER},{ENTER},34242,P+A+B-.avi,p,p
10,try-10-1,2,q{ENTER},34545,q,q,28351,{ENTER},{ENTER},34545,P+A+B-.avi,p,p
10,try-10-1,2,q{ENTER},33468,q,q,27993,{ENTER},{ENTER},33468,P+A+B-.avi,p,p
10,try-10-1,2,q{ENTER},34198,q,q,28005,{ENTER},{ENTER},34198,P+A+B-.avi,p,p
10,try-10-1,2,q{ENTER},33796,q,q,27993,{ENTER},{ENTER},33796,P+A+B-.avi,p,p
11,try-11-1,2,q{ENTER},35369,q,q,28320,{ENTER},{ENTER},35369,P+A+B-.avi,p,p
11,try-11-1,2,q{ENTER},34350,q,q,28417,{ENTER},{ENTER},34350,P+A+B-.avi,p,p
11,try-11-1,2,q{ENTER},34620,q,q,28299,{ENTER},{ENTER},34620,P+A+B-.avi,p,p
11,try-11-1,2,q{ENTER},34308,q,q,28499,{ENTER},{ENTER},34308,P+A+B-.avi,p,p
11,try-11-1,2,q{ENTER},34496,q,q,28347,{ENTER},{ENTER},34496,P+A+B-.avi,p,p
12,try-12-1,2,q{ENTER},34432,q,q,27885,{ENTER},{ENTER},34432,P+A+B-.avi,p,p
12,try-12-1,2,q{ENTER},34902,q,q,28021,{ENTER},{ENTER},34902,P+A+B-.avi,p,p
12,try-12-1,2,q{ENTER},35169,q,q,27977,{ENTER},{ENTER},35169,P+A+B-.avi,p,p
12,try-12-1,2,q{ENTER},34526,q,q,27894,{ENTER},{ENTER},34526,P+A+B-.avi,p,p
12,try-12-1,2,q{ENTER},34768,q,q,27947,{ENTER},{ENTER},34768,P+A+B-.avi,p,p
13,try-13-1,2,q{ENTER},35100,q,q,28188,{ENTER},{ENTER},35100,P+A+B-.avi,p,p
13,try-13-1,2,q{ENTER},34719,q,q,28201,{ENTER},{ENTER},34719,P+A+B-.avi,p,p
13,try-13-1,2,q{ENTER},34380,q,q,28134,{ENTER},{ENTER},34380,P+A+B-.avi,p,p
13,try-13-1,2,q{ENTER},34489,q,q,28131,{ENTER},{ENTER},34489,P+A+B-.avi,p,p
14,try-14-1,2,q{ENTER},35430,q,q,28312,{ENTER},{ENTER},35430,P+A+B-.avi,p,p
14,try-14-1,2,q{ENTER},34885,q,q,28236,{ENTER},{ENTER},34885,P+A+B-.avi,p,p
14,try-14-1,2,q{ENTER},34700,q,q,28236,{ENTER},{ENTER},34700,P+A+B-.avi,p,p
14,try-14-1,2,q{ENTER},34198,q,q,28266,{ENTER},{ENTER},34198,P+A+B-.avi,p,p
14,try-14-1,2,q{ENTER},34127,q,q,28149,{ENTER},{ENTER},34127,P+A+B-.avi,p,p
15,try-15-1,2,q{ENTER},35815,q,q,28363,{ENTER},{ENTER},35815,P+A+B-.avi,p,p
15,try-15-1,2,q{ENTER},35366,q,q,28440,{ENTER},{ENTER},35366,P+A+B-.avi,p,p
15,try-15-1,2,q{ENTER},35767,q,q,28391,{ENTER},{ENTER},35767,P+A+B-.avi,p,p
15,try-15-1,2,q{ENTER},34872,q,q,28376,{ENTER},{ENTER},34872,P+A+B-.avi,p,p
16,try-16-1,2,q{ENTER},33817,q,q,28272,{ENTER},{ENTER},33817,P+A+B-.avi,p,p
16,try-16-1,2,q{ENTER},33548,q,q,28332,{ENTER},{ENTER},33548,P+A+B-.avi,p,p
16,try-16-1,2,q{ENTER},33673,q,q,28249,{ENTER},{ENTER},33673,P+A+B-.avi,p,p
16,try-16-1,2,q{ENTER},33851,q,q,28234,{ENTER},{ENTER},33851,P+A+B-.avi,p,p
18,try-18-1,2,q{ENTER},33794,q,q,28317,{ENTER},{ENTER},33794,P+A+B-.avi,p,p
18,try-18-1,2,q{ENTER},33841,q,q,28331,{ENTER},{ENTER},33841,P+A+B-.avi,p,p
18,try-18-1,2,q{ENTER},33761,q,q,28442,{ENTER},{ENTER},33761,P+A+B-.avi,p,p
18,try-18-1,2,q{ENTER},33818,q,q,28361,{ENTER},{ENTER},33818,P+A+B-.avi,p,p
18,try-18-1,2,q{ENTER},33903,q,q,28441,{ENTER},{ENTER},33903,P+A+B-.avi,p,p
19,try-19-1,2,q{ENTER},35235,q,q,28092,{ENTER},{ENTER},35235,P+A+B-.avi,p,p
19,try-19-1,2,q{ENTER},34925,q,q,28095,{ENTER},{ENTER},34925,P+A+B-.avi,p,p
19,try-19-1,2,q{ENTER},34988,q,q,28058,{ENTER},{ENTER},34988,P+A+B-.avi,p,p
19,try-19-1,2,q{ENTER},35038,q,q,28210,{ENTER},{ENTER},35038,P+A+B-.avi,p,p
19,try-19-1,2,q{ENTER},34909,q,q,28387,{ENTER},{ENTER},34909,P+A+B-.avi,p,p
2,try-02-1,2,q{ENTER},35554,q,q,28192,{ENTER},{ENTER},35554,P+A+B-.avi,p,p
2,try-02-1,2,q{ENTER},34449,q,q,28598,{ENTER},{ENTER},34449,P+A+B-.avi,p,p
2,try-02-1,2,q{ENTER},34705,q,q,28177,{ENTER},{ENTER},34705,P+A+B-.avi,p,p
2,try-02-1,2,q{ENTER},34797,q,q,28256,{ENTER},{ENTER},34797,P+A+B-.avi,p,p
2,try-02-1,2,q{ENTER},34117,q,q,28272,{ENTER},{ENTER},34117,P+A+B-.avi,p,p
20,try-20-1,2,q{ENTER},36260,q,q,28257,{ENTER},{ENTER},36260,P+A+B-.avi,p,p
20,try-20-1,2,q{ENTER},35361,q,q,28039,{ENTER},{ENTER},35361,P+A+B-.avi,p,p
20,try-20-1,2,q{ENTER},35470,q,q,28160,{ENTER},{ENTER},35470,P+A+B-.avi,p,p
20,try-20-1,2,q{ENTER},35034,q,q,28148,{ENTER},{ENTER},35034,P+A+B-.avi,p,p
20,try-20-1,2,q{ENTER},35108,q,q,28152,{ENTER},{ENTER},35108,P+A+B-.avi,p,p
3,try-03-1,2,q{ENTER},39113,q,q,28473,{ENTER},{ENTER},39113,P+A+B-.avi,p,p
3,try-03-1,2,q{ENTER},40349,q,q,29056,{ENTER},{ENTER},40349,P+A+B-.avi,p,p
3,try-03-1,2,q{ENTER},39323,q,q,28139,{ENTER},{ENTER},39323,P+A+B-.avi,p,p
3,try-03-1,2,q{ENTER},38183,q,q,28230,{ENTER},{ENTER},38183,P+A+B-.avi,p,p
4,try-04-1,2,q{ENTER},34599,q,q,28212,{ENTER},{ENTER},34599,P+A+B-.avi,p,p
4,try-04-1,2,q{ENTER},34057,q,q,28217,{ENTER},{ENTER},34057,P+A+B-.avi,p,p
4,try-04-1,2,q{ENTER},34012,q,q,28169,{ENTER},{ENTER},34012,P+A+B-.avi,p,p
4,try-04-1,2,q{ENTER},34142,q,q,28163,{ENTER},{ENTER},34142,P+A+B-.avi,p,p
4,try-04-1,2,q{ENTER},34074,q,q,28221,{ENTER},{ENTER},34074,P+A+B-.avi,p,p
5,try-5-1,2,q{ENTER},33841,q,q,28029,{ENTER},{ENTER},33841,P+A+B-.avi,p,p
5,try-5-1,2,q{ENTER},33467,q,q,28285,{ENTER},{ENTER},33467,P+A+B-.avi,p,p
5,try-5-1,2,q{ENTER},33498,q,q,28275,{ENTER},{ENTER},33498,P+A+B-.avi,p,p
5,try-5-1,2,q{ENTER},33661,q,q,28069,{ENTER},{ENTER},33661,P+A+B-.avi,p,p
5,try-5-1,2,q{ENTER},30267,q,q,28251,{ENTER},{ENTER},30267,P+A+B-.avi,p,p
6,try-6-1,2,q{ENTER},34787,q,q,28092,{ENTER},{ENTER},34787,P+A+B-.avi,p,p
6,try-6-1,2,q{ENTER},34739,q,q,28119,{ENTER},{ENTER},34739,P+A+B-.avi,p,p
6,try-6-1,2,q{ENTER},34343,q,q,28058,{ENTER},{ENTER},34343,P+A+B-.avi,p,p
6,try-6-1,2,q{ENTER},34820,q,q,28178,{ENTER},{ENTER},34820,P+A+B-.avi,p,p
7,try-7-1,2,q{ENTER},33668,q,q,28228,{ENTER},{ENTER},33668,P+A+B-.avi,p,p
7,try-7-1,2,q{ENTER},33800,q,q,28309,{ENTER},{ENTER},33800,P+A+B-.avi,p,p
7,try-7-1,2,q{ENTER},33707,q,q,28275,{ENTER},{ENTER},33707,P+A+B-.avi,p,p
7,try-7-1,2,q{ENTER},33669,q,q,28256,{ENTER},{ENTER},33669,P+A+B-.avi,p,p
8,try-8-1,2,q{ENTER},41283,q,q,28254,{ENTER},{ENTER},41283,P+A+B-.avi,p,p
8,try-8-1,2,q{ENTER},35666,q,q,30203,{ENTER},{ENTER},35666,P+A+B-.avi,p,p
8,try-8-1,2,q{ENTER},35188,q,q,28192,{ENTER},{ENTER},35188,P+A+B-.avi,p,p
9,try-9-1,2,q{ENTER},35738,q,q,28131,{ENTER},{ENTER},35738,P+A+B-.avi,p,p
9,try-9-1,2,q{ENTER},35039,q,q,28216,{ENTER},{ENTER},35039,P+A+B-.avi,p,p
9,try-9-1,2,q{ENTER},35278,q,q,28225,{ENTER},{ENTER},35278,P+A+B-.avi,p,p
9,try-9-1,2,q{ENTER},35120,q,q,28233,{ENTER},{ENTER},35120,P+A+B-.avi,p,p
9,try-9-1,2,q{ENTER},35255,q,q,28253,{ENTER},{ENTER},35255,P+A+B-.avi,p,p
13,try-13-1,2,qp,33538,q,q,28165,{ENTER},p,33538,P+A+B-.avi,p,p
15,try-15-1,2,qp,33707,q,q,28356,{ENTER},p,33707,P+A+B-.avi,p,p
6,try-6-1,2,qp,33717,q,q,28051,{ENTER},p,33717,P+A+B-.avi,p,p
7,try-7-1,2,qp,33685,q,q,28316,{ENTER},p,33685,P+A+B-.avi,p,p
8,try-8-1,2,qp,34114,q,q,28269,{ENTER},p,34114,P+A+B-.avi,p,p
16,try-16-1,2,qq,28063,q,q,27487,{ENTER},q,28063,P+A+B-.avi,p,p
3,try-03-1,2,qq,28320,q,q,23271,{ENTER},q,28320,P+A+B-.avi,p,p
17,try-017-1,3,qp,33975,q,q,22751,p,p,33975,P+A-B+.avi,p,{ENTER}
17,try-017-1,3,qp,33845,q,q,22688,p,p,33845,P+A-B+.avi,p,{ENTER}
17,try-017-1,3,qp,33818,q,q,23022,p,p,33818,P+A-B+.avi,p,{ENTER}
17,try-017-1,3,qp,33902,q,q,22931,p,p,33902,P+A-B+.avi,p,{ENTER}
17,try-017-1,3,qp,34325,q,q,22724,p,p,34325,P+A-B+.avi,p,{ENTER}
1,try-01-1,3,qp,33900,q,q,22875,p,p,33900,P+A-B+.avi,p,{ENTER}
1,try-01-1,3,qp,33629,q,q,23129,p,p,33629,P+A-B+.avi,p,{ENTER}
1,try-01-1,3,qp,33508,q,q,23737,p,p,33508,P+A-B+.avi,p,{ENTER}
1,try-01-1,3,qp,33780,q,q,23415,p,p,33780,P+A-B+.avi,p,{ENTER}
1,try-01-1,3,qp,33633,q,q,23015,p,p,33633,P+A-B+.avi,p,{ENTER}
10,try-10-1,3,qp,33609,q,q,22096,p,p,33609,P+A-B+.avi,p,{ENTER}
10,try-10-1,3,qp,33552,q,q,21615,p,p,33552,P+A-B+.avi,p,{ENTER}
10,try-10-1,3,qp,33366,q,q,22131,p,p,33366,P+A-B+.avi,p,{ENTER}
10,try-10-1,3,qp,33497,q,q,22097,p,p,33497,P+A-B+.avi,p,{ENTER}
10,try-10-1,3,qp,33379,q,q,22053,p,p,33379,P+A-B+.avi,p,{ENTER}
11,try-11-1,3,qp,33365,q,q,22557,p,p,33365,P+A-B+.avi,p,{ENTER}
