Subject,DataFile.Basename,formalExp,formalExpmovie.RESP,formalExpmovie.RT,keypress1answer,KeyPress1RESP,Keypress1RT,keypress2answer,KeyPress2RESP,Keypress2RT,movie1,Parray,Aarray
11,try-11-1,3,qp,33427,q,q,22712,p,p,33427,P+A-B+.avi,p,{ENTER}
11,try-11-1,3,qp,33443,q,q,22459,p,p,33443,P+A-B+.avi,p,{ENTER}
11,try-11-1,3,qp,33399,q,q,22477,p,p,33399,P+A-B+.avi,p,{ENTER}
11,try-11-1,3,qp,33444,q,q,22495,p,p,33444,P+A-B+.avi,p,{ENTER}
12,try-12-1,3,qp,33394,q,q,22104,p,p,33394,P+A-B+.avi,p,{ENTER}
12,try-12-1,3,qp,33422,q,q,22063,p,p,33422,P+A-B+.avi,p,{ENTER}
12,try-12-1,3,qp,33393,q,q,22052,p,p,33393,P+A-B+.avi,p,{ENTER}
12,try-12-1,3,qp,33457,q,q,22120,p,p,33457,P+A-B+.avi,p,{ENTER}
12,try-12-1,3,qp,33296,q,q,22058,p,p,33296,P+A-B+.avi,p,{ENTER}
13,try-13-1,3,qp,33451,q,q,22292,p,p,33451,P+A-B+.avi,p,{ENTER}
13,try-13-1,3,qp,33360,q,q,22180,p,p,33360,P+A-B+.avi,p,{ENTER}
13,try-13-1,3,qp,33335,q,q,22153,p,p,33335,P+A-B+.avi,p,{ENTER}
13,try-13-1,3,qp,33407,q,q,22383,p,p,33407,P+A-B+.avi,p,{ENTER}
13,try-13-1,3,qp,33359,q,q,22277,p,p,33359,P+A-B+.avi,p,{ENTER}
14,try-14-1,3,qp,33736,q,q,22616,p,p,33736,P+A-B+.avi,p,{ENTER}
14,try-14-1,3,qp,34925,q,q,22389,p,p,34925,P+A-B+.avi,p,{ENTER}
14,try-14-1,3,qp,33626,q,q,22260,p,p,33626,P+A-B+.avi,p,{ENTER}
14,try-14-1,3,qp,33493,q,q,22275,p,p,33493,P+A-B+.avi,p,{ENTER}
14,try-14-1,3,qp,33384,q,q,22317,p,p,33384,P+A-B+.avi,p,{ENTER}
15,try-15-1,3,qp,33455,q,q,22619,p,p,33455,P+A-B+.avi,p,{ENTER}
15,try-15-1,3,qp,33590,q,q,22502,p,p,33590,P+A-B+.avi,p,{ENTER}
15,try-15-1,3,qp,33495,q,q,22555,p,p,33495,P+A-B+.avi,p,{ENTER}
15,try-15-1,3,qp,33695,q,q,22665,p,p,33695,P+A-B+.avi,p,{ENTER}
15,try-15-1,3,qp,33361,q,q,22438,p,p,33361,P+A-B+.avi,p,{ENTER}
16,try-16-1,3,qp,33535,q,q,22718,p,p,33535,P+A-B+.avi,p,{ENTER}
16,try-16-1,3,qp,33363,q,q,22290,p,p,33363,P+A-B+.avi,p,{ENTER}
16,try-16-1,3,qp,33516,q,q,22449,p,p,33516,P+A-B+.avi,p,{ENTER}
16,try-16-1,3,qp,33338,q,q,22396,p,p,33338,P+A-B+.avi,p,{ENTER}
16,try-16-1,3,qp,33576,q,q,22383,p,p,33576,P+A-B+.avi,p,{ENTER}
18,try-18-1,3,qp,33500,q,q,22241,p,p,33500,P+A-B+.avi,p,{ENTER}
18,try-18-1,3,qp,33533,q,q,22545,p,p,33533,P+A-B+.avi,p,{ENTER}
18,try-18-1,3,qp,33776,q,q,22482,p,p,33776,P+A-B+.avi,p,{ENTER}
18,try-18-1,3,qp,33797,q,q,22517,p,p,33797,P+A-B+.avi,p,{ENTER}
18,try-18-1,3,qp,33498,q,q,22562,p,p,33498,P+A-B+.avi,p,{ENTER}
19,try-19-1,3,qp,33424,q,q,22176,p,p,33424,P+A-B+.avi,p,{ENTER}
19,try-19-1,3,qp,33333,q,q,22496,p,p,33333,P+A-B+.avi,p,{ENTER}
19,try-19-1,3,qp,33327,q,q,22219,p,p,33327,P+A-B+.avi,p,{ENTER}
19,try-19-1,3,qp,33402,q,q,22588,p,p,33402,P+A-B+.avi,p,{ENTER}
19,try-19-1,3,qp,33395,q,q,22281,p,p,33395,P+A-B+.avi,p,{ENTER}
2,try-02-1,3,qp,33483,q,q,22327,p,p,33483,P+A-B+.avi,p,{ENTER}
2,try-02-1,3,qp,33389,q,q,22279,p,p,33389,P+A-B+.avi,p,{ENTER}
2,try-02-1,3,qp,33537,q,q,22320,p,p,33537,P+A-B+.avi,p,{ENTER}
2,try-02-1,3,qp,33515,q,q,22460,p,p,33515,P+A-B+.avi,p,{ENTER}
2,try-02-1,3,qp,33414,q,q,22420,p,p,33414,P+A-B+.avi,p,{ENTER}
20,try-20-1,3,qp,33439,q,q,22258,p,p,33439,P+A-B+.avi,p,{ENTER}
20,try-20-1,3,qp,33298,q,q,22326,p,p,33298,P+A-B+.avi,p,{ENTER}
20,try-20-1,3,qp,33311,q,q,22366,p,p,33311,P+A-B+.avi,p,{ENTER}
20,try-20-1,3,qp,33278,q,q,22167,p,p,33278,P+A-B+.avi,p,{ENTER}
20,try-20-1,3,qp,33420,q,q,22308,p,p,33420,P+A-B+.avi,p,{ENTER}
3,try-03-1,3,qp,33759,q,q,22753,p,p,33759,P+A-B+.avi,p,{ENTER}
3,try-03-1,3,qp,33672,q,q,22343,p,p,33672,P+A-B+.avi,p,{ENTER}
3,try-03-1,3,qp,33581,q,q,22301,p,p,33581,P+A-B+.avi,p,{ENTER}
3,try-03-1,3,qp,33481,q,q,22305,p,p,33481,P+A-B+.avi,p,{ENTER}
3,try-03-1,3,qp,33777,q,q,22326,p,p,33777,P+A-B+.avi,p,{ENTER}
4,try-04-1,3,qp,33344,q,q,22247,p,p,33344,P+A-B+.avi,p,{ENTER}
4,try-04-1,3,qp,33373,q,q,22291,p,p,33373,P+A-B+.avi,p,{ENTER}
4,try-04-1,3,qp,33328,q,q,22305,p,p,33328,P+A-B+.avi,p,{ENTER}
4,try-04-1,3,qp,33281,q,q,22241,p,p,33281,P+A-B+.avi,p,{ENTER}
4,try-04-1,3,qp,33271,q,q,22231,p,p,33271,P+A-B+.avi,p,{ENTER}
5,try-5-1,3,qp,33482,q,q,22819,p,p,33482,P+A-B+.avi,p,{ENTER}
5,try-5-1,3,qp,33395,q,q,22132,p,p,33395,P+A-B+.avi,p,{ENTER}
5,try-5-1,3,qp,33430,q,q,22085,p,p,33430,P+A-B+.avi,p,{ENTER}
5,try-5-1,3,qp,33351,q,q,22178,p,p,33351,P+A-B+.avi,p,{ENTER}
5,try-5-1,3,qp,33456,q,q,22132,p,p,33456,P+A-B+.avi,p,{ENTER}
6,try-6-1,3,qp,33515,q,q,22196,p,p,33515,P+A-B+.avi,p,{ENTER}
6,try-6-1,3,qp,33402,q,q,22222,p,p,33402,P+A-B+.avi,p,{ENTER}
6,try-6-1,3,qp,33370,q,q,22108,p,p,33370,P+A-B+.avi,p,{ENTER}
6,try-6-1,3,qp,33270,q,q,22268,p,p,33270,P+A-B+.avi,p,{ENTER}
6,try-6-1,3,qp,33293,q,q,22100,p,p,33293,P+A-B+.avi,p,{ENTER}
7,try-7-1,3,qp,33639,q,q,22316,p,p,33639,P+A-B+.avi,p,{ENTER}
7,try-7-1,3,qp,33336,q,q,22319,p,p,33336,P+A-B+.avi,p,{ENTER}
7,try-7-1,3,qp,33437,q,q,22293,p,p,33437,P+A-B+.avi,p,{ENTER}
7,try-7-1,3,qp,33335,q,q,22302,p,p,33335,P+A-B+.avi,p,{ENTER}
7,try-7-1,3,qp,33349,q,q,22297,p,p,33349,P+A-B+.avi,p,{ENTER}
8,try-8-1,3,qp,33389,q,q,22264,p,p,33389,P+A-B+.avi,p,{ENTER}
8,try-8-1,3,qp,33514,q,q,22353,p,p,33514,P+A-B+.avi,p,{ENTER}
8,try-8-1,3,qp,33385,q,q,22467,p,p,33385,P+A-B+.avi,p,{ENTER}
8,try-8-1,3,qp,33496,q,q,22273,p,p,33496,P+A-B+.avi,p,{ENTER}
8,try-8-1,3,qp,33516,q,q,22364,p,p,33516,P+A-B+.avi,p,{ENTER}
9,try-9-1,3,qp,33522,q,q,22254,p,p,33522,P+A-B+.avi,p,{ENTER}
9,try-9-1,3,qp,33535,q,q,22255,p,p,33535,P+A-B+.avi,p,{ENTER}
9,try-9-1,3,qp,28759,q,q,22282,p,p,28759,P+A-B+.avi,p,{ENTER}
9,try-9-1,3,qp,33407,q,q,22284,p,p,33407,P+A-B+.avi,p,{ENTER}
9,try-9-1,3,qp,33590,q,q,22311,p,p,33590,P+A-B+.avi,p,{ENTER}
17,try-017-1,4,q{ENTER},35388,q,q,22995,{ENTER},{ENTER},35388,P+A-B-.avi,p,{ENTER}
17,try-017-1,4,q{ENTER},34989,q,q,22742,{ENTER},{ENTER},34989,P+A-B-.avi,p,{ENTER}
17,try-017-1,4,q{ENTER},34921,q,q,22838,{ENTER},{ENTER},34921,P+A-B-.avi,p,{ENTER}
17,try-017-1,4,q{ENTER},34860,q,q,23495,{ENTER},{ENTER},34860,P+A-B-.avi,p,{ENTER}
1,try-01-1,4,q{ENTER},34239,q,q,23119,{ENTER},{ENTER},34239,P+A-B-.avi,p,{ENTER}
1,try-01-1,4,q{ENTER},34201,q,q,23054,{ENTER},{ENTER},34201,P+A-B-.avi,p,{ENTER}
1,try-01-1,4,q{ENTER},34278,q,q,23768,{ENTER},{ENTER},34278,P+A-B-.avi,p,{ENTER}
1,try-01-1,4,q{ENTER},34275,q,q,23853,{ENTER},{ENTER},34275,P+A-B-.avi,p,{ENTER}
1,try-01-1,4,q{ENTER},34279,q,q,23281,{ENTER},{ENTER},34279,P+A-B-.avi,p,{ENTER}
10,try-10-1,4,q{ENTER},34138,q,q,22160,{ENTER},{ENTER},34138,P+A-B-.avi,p,{ENTER}
10,try-10-1,4,q{ENTER},33483,q,q,22099,{ENTER},{ENTER},33483,P+A-B-.avi,p,{ENTER}
10,try-10-1,4,q{ENTER},33490,q,q,22096,{ENTER},{ENTER},33490,P+A-B-.avi,p,{ENTER}
10,try-10-1,4,q{ENTER},33433,q,q,22090,{ENTER},{ENTER},33433,P+A-B-.avi,p,{ENTER}
10,try-10-1,4,q{ENTER},33387,q,q,22720,{ENTER},{ENTER},33387,P+A-B-.avi,p,{ENTER}
11,try-11-1,4,q{ENTER},35416,q,q,22467,{ENTER},{ENTER},35416,P+A-B-.avi,p,{ENTER}
11,try-11-1,4,q{ENTER},34527,q,q,22436,{ENTER},{ENTER},34527,P+A-B-.avi,p,{ENTER}
11,try-11-1,4,q{ENTER},34317,q,q,22611,{ENTER},{ENTER},34317,P+A-B-.avi,p,{ENTER}
11,try-11-1,4,q{ENTER},35142,q,q,22462,{ENTER},{ENTER},35142,P+A-B-.avi,p,{ENTER}
11,try-11-1,4,q{ENTER},33590,q,q,22530,{ENTER},{ENTER},33590,P+A-B-.avi,p,{ENTER}
12,try-12-1,4,q{ENTER},34845,q,q,22328,{ENTER},{ENTER},34845,P+A-B-.avi,p,{ENTER}
12,try-12-1,4,q{ENTER},35172,q,q,22107,{ENTER},{ENTER},35172,P+A-B-.avi,p,{ENTER}
12,try-12-1,4,q{ENTER},34906,q,q,22121,{ENTER},{ENTER},34906,P+A-B-.avi,p,{ENTER}
12,try-12-1,4,q{ENTER},34715,q,q,22039,{ENTER},{ENTER},34715,P+A-B-.avi,p,{ENTER}
12,try-12-1,4,q{ENTER},34979,q,q,22308,{ENTER},{ENTER},34979,P+A-B-.avi,p,{ENTER}
13,try-13-1,4,q{ENTER},35285,q,q,22208,{ENTER},{ENTER},35285,P+A-B-.avi,p,{ENTER}
13,try-13-1,4,q{ENTER},34704,q,q,22165,{ENTER},{ENTER},34704,P+A-B-.avi,p,{ENTER}
13,try-13-1,4,q{ENTER},34680,q,q,22266,{ENTER},{ENTER},34680,P+A-B-.avi,p,{ENTER}
13,try-13-1,4,q{ENTER},34265,q,q,22314,{ENTER},{ENTER},34265,P+A-B-.avi,p,{ENTER}
13,try-13-1,4,q{ENTER},34444,q,q,22270,{ENTER},{ENTER},34444,P+A-B-.avi,p,{ENTER}
14,try-14-1,4,q{ENTER},35231,q,q,22380,{ENTER},{ENTER},35231,P+A-B-.avi,p,{ENTER}
14,try-14-1,4,q{ENTER},34446,q,q,22378,{ENTER},{ENTER},34446,P+A-B-.avi,p,{ENTER}
14,try-14-1,4,q{ENTER},34126,q,q,22291,{ENTER},{ENTER},34126,P+A-B-.avi,p,{ENTER}
14,try-14-1,4,q{ENTER},34107,q,q,22759,{ENTER},{ENTER},34107,P+A-B-.avi,p,{ENTER}
14,try-14-1,4,q{ENTER},34290,q,q,22362,{ENTER},{ENTER},34290,P+A-B-.avi,p,{ENTER}
15,try-15-1,4,q{ENTER},35766,q,q,22610,{ENTER},{ENTER},35766,P+A-B-.avi,p,{ENTER}
15,try-15-1,4,q{ENTER},35267,q,q,22529,{ENTER},{ENTER},35267,P+A-B-.avi,p,{ENTER}
15,try-15-1,4,q{ENTER},35224,q,q,22573,{ENTER},{ENTER},35224,P+A-B-.avi,p,{ENTER}
15,try-15-1,4,q{ENTER},35595,q,q,22597,{ENTER},{ENTER},35595,P+A-B-.avi,p,{ENTER}
15,try-15-1,4,q{ENTER},34770,q,q,22834,{ENTER},{ENTER},34770,P+A-B-.avi,p,{ENTER}
16,try-16-1,4,q{ENTER},33809,q,q,22530,{ENTER},{ENTER},33809,P+A-B-.avi,p,{ENTER}
16,try-16-1,4,q{ENTER},34050,q,q,22429,{ENTER},{ENTER},34050,P+A-B-.avi,p,{ENTER}
16,try-16-1,4,q{ENTER},33869,q,q,22533,{ENTER},{ENTER},33869,P+A-B-.avi,p,{ENTER}
16,try-16-1,4,q{ENTER},33397,q,q,22270,{ENTER},{ENTER},33397,P+A-B-.avi,p,{ENTER}
16,try-16-1,4,q{ENTER},33554,q,q,22560,{ENTER},{ENTER},33554,P+A-B-.avi,p,{ENTER}
18,try-18-1,4,q{ENTER},34383,q,q,22401,{ENTER},{ENTER},34383,P+A-B-.avi,p,{ENTER}
18,try-18-1,4,q{ENTER},33941,q,q,22294,{ENTER},{ENTER},33941,P+A-B-.avi,p,{ENTER}
18,try-18-1,4,q{ENTER},33938,q,q,22465,{ENTER},{ENTER},33938,P+A-B-.avi,p,{ENTER}
18,try-18-1,4,q{ENTER},33542,q,q,22364,{ENTER},{ENTER},33542,P+A-B-.avi,p,{ENTER}
18,try-18-1,4,q{ENTER},33714,q,q,22348,{ENTER},{ENTER},33714,P+A-B-.avi,p,{ENTER}
19,try-19-1,4,q{ENTER},35660,q,q,22301,{ENTER},{ENTER},35660,P+A-B-.avi,p,{ENTER}
19,try-19-1,4,q{ENTER},37570,q,q,22356,{ENTER},{ENTER},37570,P+A-B-.avi,p,{ENTER}
19,try-19-1,4,q{ENTER},34828,q,q,22872,{ENTER},{ENTER},34828,P+A-B-.avi,p,{ENTER}
19,try-19-1,4,q{ENTER},34692,q,q,22293,{ENTER},{ENTER},34692,P+A-B-.avi,p,{ENTER}
2,try-02-1,4,q{ENTER},34692,q,q,22308,{ENTER},{ENTER},34692,P+A-B-.avi,p,{ENTER}
2,try-02-1,4,q{ENTER},34684,q,q,22400,{ENTER},{ENTER},34684,P+A-B-.avi,p,{ENTER}
2,try-02-1,4,q{ENTER},34687,q,q,22300,{ENTER},{ENTER},34687,P+A-B-.avi,p,{ENTER}
2,try-02-1,4,q{ENTER},34348,q,q,22295,{ENTER},{ENTER},34348,P+A-B-.avi,p,{ENTER}
2,try-02-1,4,q{ENTER},34314,q,q,22401,{ENTER},{ENTER},34314,P+A-B-.avi,p,{ENTER}
20,try-20-1,4,q{ENTER},34589,q,q,22310,{ENTER},{ENTER},34589,P+A-B-.avi,p,{ENTER}
20,try-20-1,4,q{ENTER},34880,q,q,22234,{ENTER},{ENTER},34880,P+A-B-.avi,p,{ENTER}
20,try-20-1,4,q{ENTER},34863,q,q,22237,{ENTER},{ENTER},34863,P+A-B-.avi,p,{ENTER}
20,try-20-1,4,q{ENTER},34622,q,q,22156,{ENTER},{ENTER},34622,P+A-B-.avi,p,{ENTER}
20,try-20-1,4,q{ENTER},34476,q,q,22135,{ENTER},{ENTER},34476,P+A-B-.avi,p,{ENTER}
3,try-03-1,4,q{ENTER},41041,q,q,22959,{ENTER},{ENTER},41041,P+A-B-.avi,p,{ENTER}
3,try-03-1,4,q{ENTER},40390,q,q,22182,{ENTER},{ENTER},40390,P+A-B-.avi,p,{ENTER}
3,try-03-1,4,q{ENTER},41338,q,q,22467,{ENTER},{ENTER},41338,P+A-B-.avi,p,{ENTER}
3,try-03-1,4,q{ENTER},38486,q,q,22326,{ENTER},{ENTER},38486,P+A-B-.avi,p,{ENTER}
3,try-03-1,4,q{ENTER},38150,q,q,22278,{ENTER},{ENTER},38150,P+A-B-.avi,p,{ENTER}
4,try-04-1,4,q{ENTER},34198,q,q,22260,{ENTER},{ENTER},34198,P+A-B-.avi,p,{ENTER}
4,try-04-1,4,q{ENTER},34063,q,q,22274,{ENTER},{ENTER},34063,P+A-B-.avi,p,{ENTER}
4,try-04-1,4,q{ENTER},34164,q,q,22279,{ENTER},{ENTER},34164,P+A-B-.avi,p,{ENTER}
4,try-04-1,4,q{ENTER},34066,q,q,22252,{ENTER},{ENTER},34066,P+A-B-.avi,p,{ENTER}
4,try-04-1,4,q{ENTER},34154,q,q,22159,{ENTER},{ENTER},34154,P+A-B-.avi,p,{ENTER}
5,try-5-1,4,q{ENTER},33794,q,q,22142,{ENTER},{ENTER},33794,P+A-B-.avi,p,{ENTER}
5,try-5-1,4,q{ENTER},33417,q,q,22132,{ENTER},{ENTER},33417,P+A-B-.avi,p,{ENTER}
5,try-5-1,4,q{ENTER},33774,q,q,22137,{ENTER},{ENTER},33774,P+A-B-.avi,p,{ENTER}
5,try-5-1,4,q{ENTER},33811,q,q,22166,{ENTER},{ENTER},33811,P+A-B-.avi,p,{ENTER}
6,try-6-1,4,q{ENTER},35259,q,q,22042,{ENTER},{ENTER},35259,P+A-B-.avi,p,{ENTER}
6,try-6-1,4,q{ENTER},34438,q,q,22151,{ENTER},{ENTER},34438,P+A-B-.avi,p,{ENTER}
6,try-6-1,4,q{ENTER},34466,q,q,22137,{ENTER},{ENTER},34466,P+A-B-.avi,p,{ENTER}
7,try-7-1,4,q{ENTER},33546,q,q,22475,{ENTER},{ENTER},33546,P+A-B-.avi,p,{ENTER}
7,try-7-1,4,q{ENTER},33381,q,q,22392,{ENTER},{ENTER},33381,P+A-B-.avi,p,{ENTER}
7,try-7-1,4,q{ENTER},33447,q,q,22313,{ENTER},{ENTER},33447,P+A-B-.avi,p,{ENTER}
7,try-7-1,4,q{ENTER},33499,q,q,22384,{ENTER},{ENTER},33499,P+A-B-.avi,p,{ENTER}
7,try-7-1,4,q{ENTER},33515,q,q,22324,{ENTER},{ENTER},33515,P+A-B-.avi,p,{ENTER}
8,try-8-1,4,q{ENTER},37892,q,q,22231,{ENTER},{ENTER},37892,P+A-B-.avi,p,{ENTER}
8,try-8-1,4,q{ENTER},36293,q,q,22455,{ENTER},{ENTER},36293,P+A-B-.avi,p,{ENTER}
8,try-8-1,4,q{ENTER},35184,q,q,22287,{ENTER},{ENTER},35184,P+A-B-.avi,p,{ENTER}
9,try-9-1,4,q{ENTER},36488,q,q,22559,{ENTER},{ENTER},36488,P+A-B-.avi,p,{ENTER}
9,try-9-1,4,q{ENTER},35468,q,q,22314,{ENTER},{ENTER},35468,P+A-B-.avi,p,{ENTER}
9,try-9-1,4,q{ENTER},35192,q,q,22316,{ENTER},{ENTER},35192,P+A-B-.avi,p,{ENTER}
5,try-5-1,4,qp,33413,q,q,22135,{ENTER},p,33413,P+A-B-.avi,p,{ENTER}
6,try-6-1,4,qp,33573,q,q,22237,{ENTER},p,33573,P+A-B-.avi,p,{ENTER}
6,try-6-1,4,qp,33312,q,q,22061,{ENTER},p,33312,P+A-B-.avi,p,{ENTER}
8,try-8-1,4,qp,33315,q,q,22289,{ENTER},p,33315,P+A-B-.avi,p,{ENTER}
8,try-8-1,4,qp,35013,q,q,22445,{ENTER},p,35013,P+A-B-.avi,p,{ENTER}
9,try-9-1,4,qp,33947,q,q,22241,{ENTER},p,33947,P+A-B-.avi,p,{ENTER}
17,try-017-1,4,qq,24350,q,q,20624,{ENTER},q,24350,P+A-B-.avi,p,{ENTER}
19,try-19-1,4,qq,28013,q,q,22138,{ENTER},q,28013,P+A-B-.avi,p,{ENTER}
9,try-9-1,4,qq,22407,q,q,3128,{ENTER},q,22407,P+A-B-.avi,p,{ENTER}
8,try-8-1,5,{ENTER},154,q,{ENTER},154,p,,,P-A+B+.avi,{ENTER},p
3,try-03-1,5,p{ENTER},38739,q,p,33517,p,{ENTER},38739,P-A+B+.avi,{ENTER},p
19,try-19-1,5,pq,16985,q,p,10624,p,q,16985,P-A+B+.avi,{ENTER},p
17,try-017-1,5,qp,33790,q,q,17816,p,p,33790,P-A+B+.avi,{ENTER},p
17,try-017-1,5,qp,33703,q,q,17492,p,p,33703,P-A+B+.avi,{ENTER},p
17,try-017-1,5,qp,34001,q,q,17682,p,p,34001,P-A+B+.avi,{ENTER},p
17,try-017-1,5,qp,33485,q,q,17895,p,p,33485,P-A+B+.avi,{ENTER},p
17,try-017-1,5,qp,34180,q,q,17784,p,p,34180,P-A+B+.avi,{ENTER},p
1,try-01-1,5,qp,34164,q,q,17747,p,p,34164,P-A+B+.avi,{ENTER},p
1,try-01-1,5,qp,33979,q,q,18030,p,p,33979,P-A+B+.avi,{ENTER},p
1,try-01-1,5,qp,33839,q,q,18024,p,p,33839,P-A+B+.avi,{ENTER},p
1,try-01-1,5,qp,33895,q,q,18263,p,p,33895,P-A+B+.avi,{ENTER},p
1,try-01-1,5,qp,34088,q,q,18353,p,p,34088,P-A+B+.avi,{ENTER},p
10,try-10-1,5,qp,33662,q,q,16829,p,p,33662,P-A+B+.avi,{ENTER},p
10,try-10-1,5,qp,33566,q,q,16976,p,p,33566,P-A+B+.avi,{ENTER},p
10,try-10-1,5,qp,33563,q,q,16619,p,p,33563,P-A+B+.avi,{ENTER},p
10,try-10-1,5,qp,33364,q,q,17174,p,p,33364,P-A+B+.avi,{ENTER},p
